,date,keyword,processed,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021
248,12/06/2021,Pohjanpalo,['Pohjanpalo'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,12/06/2021,Cosi fan tutte,['Cosi' 'fan' 'tutte'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,12/06/2021,Yussuf Poulsen,['Poulsen' 'Yussuf'],0,0,1,0,0,0,0,0,0,0,0,0,0,0
251,12/06/2021,Carolin Emcke,['Carolin' 'Emcke'],0,0,0,0,0,0,0,0,0,0,0,2,4,1
252,12/06/2021,Christian Eriksen,['Christian' 'Eriksen'],0,0,0,0,0,0,0,0,0,0,0,1,35,3
253,12/06/2021,Em 2021,['2021' 'Em'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,12/06/2021,Türkei Italien,['Italien' 'Türkei'],0,0,0,0,0,0,0,0,0,0,4,17,0,0
255,12/06/2021,Wales Schweiz,['Schweiz' 'Wal'],0,0,0,0,0,0,0,0,0,0,0,5,3,0
256,12/06/2021,EM-Spielplan,['EM' 'Spielplan'],0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,12/06/2021,MagentaTV,['MagentaTV'],0,0,0,0,0,0,0,0,0,0,0,2,0,0
258,12/06/2021,Nadal,['Nadal'],0,0,0,0,1,0,0,0,1,2,0,7,1,1
259,12/06/2021,Europameisterschaft,['Europameisterschaft'],4,2,3,4,0,0,4,6,2,3,7,11,3,3
260,13/06/2021,Nordmazedonien,['Nordmazedonien'],0,0,0,0,0,0,1,0,1,0,0,0,3,7
261,13/06/2021,Niederlande Ukraine,['Niederlande' 'Ukraine'],0,0,0,0,0,0,1,0,0,1,0,0,0,4
262,13/06/2021,ARD,['ARD'],6,1,0,0,0,0,0,6,3,1,8,1,2,1
263,13/06/2021,Bastian Schweinsteiger,['Bastian' 'Schweinsteiger'],0,0,1,0,0,1,0,0,0,0,0,0,0,0
264,13/06/2021,Memphis Depay,['Depay' 'Memphis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,13/06/2021,Gülcan Kamps,['Gülcan' 'Kamp'],0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,13/06/2021,Jodie Foster,['Foster' 'Jodie'],0,1,0,2,0,0,0,0,1,0,0,0,0,0
267,13/06/2021,Rebecca Mir,['Rebecca'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,13/06/2021,Wijnaldum,['Wijnaldum'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,13/06/2021,Deutschland Frankreich,['Deutschland' 'Frankreich'],3,0,1,0,1,1,1,1,2,4,1,3,1,0
270,13/06/2021,Maskenpflicht,['Maskenpflicht'],2,1,0,1,0,0,0,2,2,5,2,1,7,7
271,13/06/2021,Paul Zipser,['Paul' 'Zipser'],0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,13/06/2021,Herzogenaurach,['Herzogenaurach'],0,0,0,0,0,0,0,0,2,0,0,0,0,0
273,13/06/2021,Holland,['Holland'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,13/06/2021,Grünen Annalena Baerbock,['Annalena' 'Baerbock' 'Grüne'],2,1,3,3,1,3,6,1,2,1,9,11,9,3
275,13/06/2021,Forza Horizon 5,['5' 'Forza' 'Horizon'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,13/06/2021,Ken Jebsen,['Jebsen' 'Ken'],0,0,0,0,0,0,0,0,0,0,0,1,1,1
277,13/06/2021,Rebel Wilson,['Rebel' 'Wilson'],1,0,0,0,0,0,0,0,0,0,0,0,0,0
278,13/06/2021,Square Enix,['Enix' 'Square'],0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,13/06/2021,England Kroatien,['England' 'Kroatien'],0,0,0,0,0,0,0,0,0,0,0,0,6,4
